X,Y,OBJECTID,NAME,NBR,STREETADDR,CITY,ZIP,TYPE,GCSCORE,GCMETHOD,DAFID,POINT_X,POINT_Y
424432.5119,4497075.875,2607,DOLLAR GENERAL STORE,19308,74 W 7200 S,MIDVALE,84070,Convenience Grocery,100,AddressPoints.AddressGrid,R121866,424432.5119,4497075.875
444902.0136,4453389.67,2608,DOLLAR GENERAL STORE,19310,355 S 600 E,PROVO,84606,Convenience Grocery,100,AddressPoints.AddressGrid,R121867,444902.0136,4453389.67
266967.7336,4111861.534,2609,DOLLAR GENERAL STORE,19312,922 N DIXIE DOWNS RD,ST GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R121868,266967.7336,4111861.534
464969.6583,4482760.845,2610,NATURAL GROCERS,,989 S MAIN ST,HEBER CITY,84032,Grocery Store,100,Centerlines.StatewideRoads,R121872,464969.6583,4482760.845
267019.9207,4111750.721,2611,CORONA FLORES LATINOS MARKET,,1812 W SUNSET BLVD - 19,ST GEORGE,84770,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R121995,267019.9207,4111750.721
515886.1006,4383314.722,2612,WALMART,1573 FUEL,245 S MAIN ST,PRICE,84501,Convenience Grocery,92.43000031,Centerlines.StatewideRoads,R122099,515886.1006,4383314.722
425074.7459,4508270.834,2613,MYANMAR ORIENTAL MARKET,,2247 S STATE ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R122109,425074.7459,4508270.834
427699.0083,4513901.682,2614,SEOUL MARKET INC,,153 E 4370 S - 10,MURRAY,84107,Specialty Grocery,83.34999847,Centerlines.StatewideRoads,R122116,427699.0083,4513901.682
425005.4765,4502193.665,2615,THEAPOTHECARY,,133 E 4800 S,MURRAY,84107,Supermarket,100,AddressPoints.AddressGrid,R122117,425005.4765,4502193.665
425476.4128,4504415.425,2616,MADE IN BRAZIL UTAH,,339 E 3900 S ST 100,SALT LAKE CITY,84107,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R122211,425476.4128,4504415.425
417726.9002,4547248.584,2617,WALMART,1699 FUEL,735 W HILL FIELD RD,LAYTON,84041,Convenience Grocery,100,Centerlines.StatewideRoads,R122239,417726.9002,4547248.584
424926.0021,4506322.908,2618,DAY N NIGHT CONVENIENCE,,3054 S STATE ST,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R122276,424926.0021,4506322.908
419493.2038,4545817.91,2619,CVS PHARMACY,10662,50 S FORT LN,LAYTON,84041,Convenience Grocery,100,AddressPoints.AddressGrid,R122299,419493.2038,4545817.91
495982.295,4342430.054,2620,ORANGE RANCH LLCDBA FOOD RANCH,,355 E HIGHWAY 29,ORANGEVILLE,84537,Grocery Store,100,AddressPoints.AddressGrid,R122360,495982.295,4342430.053
488541.6286,4326729.815,2621,MAIN STREET MARKET,,15 W MAIN ST,FERRON,84523,Grocery Store,100,AddressPoints.AddressGrid,R122414,488541.6286,4326729.815
317528.6714,4170085.655,2622,NATURES GROCER,,917 S MAIN,CEDAR CITY,84720,Health Food,90.91999817,AddressPoints.AddressGrid,R122486,317528.6714,4170085.655
424767.5336,4512865.306,2623,EZ MARKET 4 U,,268 S MAIN ST,SALT LAKE CITY,84101,Convenience Grocery,100,AddressPoints.AddressGrid,R122525,424767.5336,4512865.306
410620.0471,4549213.996,2624,CVS/PHARMACY,10927,1982 W 1700 S,SYRACUSE,84075,Convenience Grocery,100,Centerlines.StatewideRoads,R122620,410620.0471,4549213.996
420645.5915,4503945.98,2625,CVS/PHARMACY,10741,4082 S REDWOOD RD,WEST VALLEY CITY,84123,Grocery Store,100,Centerlines.StatewideRoads,R122621,420645.5915,4503945.98
415050.675,4503962.497,2626,H&X FAMILY MART LLC,,4782 W 4100 S,WEST VALLEY CITY,84120,Convenience Grocery,100,Centerlines.StatewideRoads,R122658,415050.675,4503962.497
420626.4429,4505336.874,2627,BEATRICES HERBS FOR HEALTH,,3588 S REDWOOD RD,WEST VALLEY CITY,84119,Health Food,100,AddressPoints.AddressGrid,R122701,420626.4429,4505336.874
420780,4560556,2628,QUICK ZONE CONVENIENCE STORE,,3910 W CAMPUS DR,DR OGDEN,84408,Convenience Grocery,100,Manually Placed,R122707,420780,4560556
415235.7912,4508762.041,2629,HARMON`S HOLLADAY MARKET,,4675 S  BLVD,HOLLADAY,84117,Grocery Store,90.91999817,Centerlines.StatewideRoads,R122799,415235.7912,4508762.041
417206.7453,4514427.577,2630,TOUCH N GO,,375 N TERMINAL DR,SALT LAKE CITY,84115,Convenience Grocery,100,Centerlines.StatewideRoads,R122800,417206.7453,4514427.577
437517.885,4432867.905,2631,EL CENTRO DE PAYSON INC,,3 N MAIN ST,PAYSON,84651,Grocery Store,100,AddressPoints.AddressGrid,R122872,437517.885,4432867.905
423364.6702,4504393.076,2632,QUIK PIK MARKET,,545 W 3900 S STE B,MILLCREEK,84123,Convenience Grocery,100,Centerlines.StatewideRoads,R122939,423364.6702,4504393.076
416150.393,4563984.11,2633,WEST OGDEN MARKET,,873 W 24TH ST,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R122992,416150.393,4563984.109
336934.0599,4174832.083,2634,APPLE ANNIES COUNTRY STORE INC,,508 N HWY 143,BRIAN HEAD,84719,Convenience Grocery,100,Centerlines.StatewideRoads,R1230,336934.0599,4174832.083
462723.084,4195950.441,2635,HALLS STORE,,420 N HWY 12,BOULDER,84716,Convenience Grocery,100,Centerlines.StatewideRoads,R123008,462723.084,4195950.441
402355.2915,4277517.436,2636,GG`S MARKETPLACE,,515 N MAIN ST,MONROE,84754,Grocery Store,100,AddressPoints.AddressGrid,R123028,402355.2915,4277517.436
431430.7056,4620247.106,2637,ISLAND MARKET,,400 E CTR ST,LOGAN,84321,Grocery Store,100,AddressPoints.AddressGrid,R12307,431430.7056,4620247.106
420830.9935,4505574.274,2638,EASTERN GROCERIES,,1616 W 3500 S,WEST VALLEY CITY,84119,Grocery Store,100,AddressPoints.AddressGrid,R123108,420830.9935,4505574.274
414163.5405,4505532.417,2639,SCARLET`S MULTISERVICES,,5221 W 3500 S STE 104,WEST VALLEY CITY,84120,Convenience Grocery,100,AddressPoints.AddressGrid,R123133,414163.5405,4505532.417
427843.534,4508664.914,2640,CVS PHARMACY,10423,1269 E 2100 S,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R123296,427843.534,4508664.914
424991.8745,4501831.718,2641,ARIANA MARKET,,118 E VINE ST,MURRAY,84107,Retail,100,AddressPoints.AddressGrid,R123318,424991.8745,4501831.718
422659.322,4514067.397,2642,TROPICAL ISLAND MARKET,,880 W 200 N,SALT LAKE CITY,84116,Grocery Store,100,AddressPoints.AddressGrid,R123326,422659.322,4514067.397
426214.612,4492858.178,2643,ZEITOON MARKET,,9305 S 700 E,SANDY,84070,Grocery Store,100,AddressPoints.AddressGrid,R123331,426214.612,4492858.178
424972.2931,4509902.137,2644,SMOKE ZONE SLC,,1514 S STATE ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R123378,424972.2931,4509902.137
424695.5911,4505722.085,2645,MIDDLE EAST PASTRIES & GROCERY,,3336 S MAIN ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R123395,424695.5911,4505722.085
424960.5846,4510413.357,2646,SHOP N SAVE MART INC,,1302 S STATE ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R123703,424960.5846,4510413.357
419611.486,4563660.525,2647,KWICK SHOP,,803 25TH ST,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R123709,419611.486,4563660.525
418519.3868,4563229.406,2648,STEVE & IRINAS DOWN TO EARTH,,341 27TH ST,OGDEN,84403,Health Food,100,AddressPoints.AddressGrid,R12376,418519.3868,4563229.406
440755.2846,4461563.059,2649,1ST ORIENTAL MARKET,,286 N STATE ST,OREM,84057,Specialty Grocery,100,Centerlines.StatewideRoads,R123817,440755.2846,4461563.059
318702.6745,4177301.953,2650,SHELL-JRS TRUCK STOP,,2635 N FREEWAY DR,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R12418,318702.6745,4177301.953
430921.0728,4630045.037,2651,LEES MARKET PLACE,,850 S MAIN ST,SMITHFIELD,84335,Supermarket,100,AddressPoints.AddressGrid,R12425,430921.0728,4630045.037
270143.3258,4107816.603,2652,SHELL - JBS EXPRESS MARKET,,1148 S BLUFF,SAINT GEORGE,84770,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R12593,270143.3258,4107816.603
524988.2865,4247362.404,2653,BULL MTN MARKET,,30 E 100 N,HANKSVILLE,84734,Grocery Store,100,AddressPoints.AddressGrid,R13049,524988.2865,4247362.404
627707.1743,4127251.55,2654,K & C TRADING POST,,161 E MAIN,BLUFF,84512,Convenience Grocery,90.91999817,Centerlines.StatewideRoads,R13594,627707.1743,4127251.549
318218.8114,4171855.316,2655,PHILLIPS 66 KB EXPRESS,1,93 S MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R13619,318218.8114,4171855.316
270262.6314,4108540.755,2656,KMART CORPORATION,9794,745 S BLUFF,ST GEORGE,84770,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R13622,270262.6314,4108540.755
375125.2604,4295692.365,2657,KANOSH MERCANTILE GROUP LLC,,10 S MAIN ST,KANOSH,84637,Grocery Store,100,AddressPoints.AddressGrid,R13660,375125.2604,4295692.365
474667.7488,4507171.224,2658,KENS KASH LLC,,980 W CTR ST,OAKLEY,84055,Grocery Store,100,AddressPoints.AddressGrid,R13858,474667.7488,4507171.224
645626.0965,4192984.21,2659,BLUE MOUNTAIN FOODS,,64 W CTR ST,MONTICELLO,84535,Grocery Store,100,AddressPoints.AddressGrid,R13909,645626.0965,4192984.21
403341.4713,4618345.13,2660,KENTCOS FOODS,,300 E MAIN ST,TREMONTON,84337,Supermarket,100,AddressPoints.AddressGrid,R13919,403341.4713,4618345.13
421371.8815,4513873.204,2661,SALT LAKE CITY KOA,,1400 W N TEMPLE ST,SALT LAKE CITY,84116,Grocery Store,100,AddressPoints.AddressGrid,R14229,421371.8815,4513873.204
266720.3725,4111872.706,2662,LINS MARKET INC,,1930 W SUNSET BLVD,SAINT GEORGE,84770,Grocery Store,100,AddressPoints.AddressGrid,R15048,266720.3725,4111872.706
295004.6626,4117056.501,2663,LINS MARKETPLACE,,1120 W STATE ST,HURRICANE,84737,Grocery Store,100,AddressPoints.AddressGrid,R15049,295004.6626,4117056.501
318298.7801,4172324.164,2664,LINS CEDAR CITY,,150 N MAIN ST,CEDAR CITY,84721,Supermarket,100,AddressPoints.AddressGrid,R15117,318298.7801,4172324.164
337962.5117,4189568.622,2665,PAROWAN MARKET INC,,740 W 200 S,PAROWAN,84761,Grocery Store,100,AddressPoints.AddressGrid,R15456,337962.5117,4189568.622
445106.8253,4346439.186,2666,MANTI MARKET,,35 E UNION,MANTI,84642,Supermarket,90.91999817,Centerlines.StatewideRoads,R15673,445106.8253,4346439.186
420553.6929,4545838.167,2667,MARYS HEALTH SHOPPE,,78 S FAIRFIELD RD - 102,LAYTON,84041,Grocery Store,90.91999817,AddressPoints.AddressGrid,R15833,420553.6929,4545838.167
356491.6259,4237913.995,2668,FOODTOWN MIKES,,270 N MAIN ST,BEAVER,84713,Grocery Store,100,AddressPoints.AddressGrid,R16561,356491.6259,4237913.995
626283.9936,4269949.006,2669,11-Jul,,299 S MAIN ST,MOAB,84532,Convenience Grocery,100,AddressPoints.AddressGrid,R16565,626283.9936,4269949.006
552697,4378153,2670,MINERS TRADING POST,,123 Market St,SUNNYSIDE,84539,Grocery Store,,Manually Placed,R16718,552697,4378153
634291.7145,4165352.283,2671,CANYON COUNTRY,,12 W CTR ST,BLANDING,84511,Convenience Grocery,100,AddressPoints.AddressGrid,R16742,634291.7145,4165352.283
626309.9931,4270620.004,2672,MOONFLOWER COMM COOP,,39 E 100 N,MOAB,84532,Health Food,100,AddressPoints.AddressGrid,R16834,626309.9931,4270620.003
650522,4125080,2673,RED MESA,516,516 HIGHWAY 162 ,MONTEZUMA CREEK,84534,Grocery Store,,Manually Placed,R17400,650522,4125080
426647.3669,4500369.499,2674,RITE AID,6138,5540 S 900 E,SALT LAKE CITY,84117,Convenience Grocery,100,AddressPoints.AddressGrid,R18509,426647.3669,4500369.499
422727.3454,4513940.524,2675,RITE AID,6137,150 N 900 W,SALT LAKE CITY,84116,Convenience Grocery,100,AddressPoints.AddressGrid,R18510,422727.3454,4513940.524
418655.3501,4568253.708,2676,RITE AID,6147,142 N HARRISVILLE RD,OGDEN,84404,Convenience Grocery,100,AddressPoints.AddressGrid,R18518,418655.3501,4568253.708
419697.476,4563823.678,2677,RITE AID,6146,851 24TH ST,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R18520,419697.476,4563823.678
426348.8351,4505872.298,2678,RITE AID,6133,3250 S 700 E,SOUTH SALT LAKE,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R18523,426348.8351,4505872.298
425438.8649,4312561.086,2679,FOODTOWN ,,95 N STATE ST,SALINA,84654,Supermarket,100,AddressPoints.AddressGrid,R1872,425438.8649,4312561.086
385367.745,4316393.015,2680,CHEVRON PARADISE,,925 N MAIN ST,FILLMORE,84631,Convenience Grocery,100,AddressPoints.AddressGrid,R18805,385367.745,4316393.015
634231.578,4163981.616,2681,CLARKS MARKET,,820 S MAIN ST,BLANDING,84511,Grocery Store,100,AddressPoints.AddressGrid,R18894,634231.578,4163981.616
261644.8302,4115790.964,2682,CHEVRON,,550 S 200 E,IVINS,84738,Convenience Grocery,92.43000031,Centerlines.StatewideRoads,R19458,261644.8302,4115790.964
354019.5313,4173939.189,2683,PANGUITCH LAKE GENERAL STORE,,53 W HWY 143,PANGUITCH LAKE,84759,Convenience Grocery,100,Centerlines.StatewideRoads,R19469,354019.5313,4173939.189
339153.8339,4189548.755,2684,CHEVRON ,,200 S MAIN ST,PAROWAN,84761,Convenience Grocery,100,AddressPoints.AddressGrid,R19471,339153.8339,4189548.755
364728.1916,4100700.781,2685,HONEYS FUEL CENTER,,344 S 350 E,KANAB,84741,Convenience Grocery,100,AddressPoints.AddressGrid,R19490,364728.1916,4100700.781
385298.6147,4314135.294,2686,ASHMANS PIONEER MARKET,,10 S MAIN ST,FILLMORE,84631,Grocery Store,100,AddressPoints.AddressGrid,R19606,385298.6147,4314135.294
318216.4934,4172625.09,2687,JACKSONS OIL,5823,304 N MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R19834,318216.4934,4172625.09
426011.1333,4310293.8,2688,SINCLAIR SALINA EXPRESS,,1415 S STATE,SALINA,84654,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R19838,426011.1333,4310293.8
287807.2712,4115529.621,2689,CHEVRON,,4390 W STATE ST,HURRICANE,84737,Convenience Grocery,100,AddressPoints.AddressGrid,R20052,287807.2712,4115529.621
364652.4901,4356982.086,2690,QUALITY MARKET,,180 E MAIN ST,DELTA,84624,Supermarket,100,AddressPoints.AddressGrid,R20059,364652.4901,4356982.086
427856.1613,4494183.828,2691,TESORO,62107,8595 S 1300 E,SANDY,84094,Convenience Grocery,100,AddressPoints.AddressGrid,R20158,427856.1613,4494183.828
424216.4059,4490143.756,2692,SHELL,62109,151 W 10600 S,SANDY,84070,Convenience Grocery,100,AddressPoints.AddressGrid,R20159,424216.4059,4490143.756
427805.9443,4497567.918,2693,SHELL,621,1344 E FORT UNION BLVD,COTTONWOOD HEIGHTS,84124,Convenience Grocery,100,AddressPoints.AddressGrid,R20162,427805.9443,4497567.918
426757.1228,4498233.045,2694,TESOR0,620,897 E 6600 S,MURRAY,84107,Convenience Grocery,100,Centerlines.StatewideRoads,R20179,426757.1228,4498233.045
422206.9368,4565441.247,2695,RAINBOW GARDENS GIFT SHOP,,1851 VALLEY DR,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R20193,422206.9368,4565441.247
601632,4454320,2696,RANDLETT MERCANTILE,,10329 E 4250 S,RANDLETT,84063,Grocery Store,,Manually Placed,R20264,601632,4454320
478477.0686,4308314.452,2697,RANDYS SERVICE,,5 E MAIN ST,EMERY,84522,Convenience Grocery,100,AddressPoints.AddressGrid,R20270,478477.0686,4308314.452
417251.2006,4498980.4,2698,REAMS,10,3665 W 6200 S,KEARNS,84118,Supermarket,100,AddressPoints.AddressGrid,R20377,417251.2006,4498980.4
419040.9648,4493462.725,2699,REAMS,11,2640 W 9000 S,WEST JORDAN,84088,Supermarket,100,AddressPoints.AddressGrid,R20378,419040.9648,4493462.725
442925.0736,4543880.509,2700,RIDLEY`S FAMILY MARKET,,275 E 300 N,MORGAN,84050,Grocery Store,100,AddressPoints.AddressGrid,R21113,442925.0736,4543880.509
397969.0323,4170228.05,2701,RUBYS INN GENERAL STORE,,26 South Main Street,BRYCE CANYON CITY,84764,Grocery Store,100,AddressPoints.AddressGrid,R21349,397969.0323,4170228.05
586653.6451,4461780.303,2702,DAVIS FOOD & DRUG,2,750 E 200 N,ROOSEVELT,84066,Supermarket,100,Centerlines.StatewideRoads,R21481,586653.6451,4461780.303
623854.8285,4479267.836,2703,DAVIS FOOD & DRUG,1,575 W MAIN ST,VERNAL,84078,Grocery Store,100,AddressPoints.AddressGrid,R21546,623854.8285,4479267.836
430624.5248,4621222.615,2704,SHANGRI,,438 1/2 N MAIN ST,LOGAN,84321,Health Food,100,AddressPoints.AddressGrid,R22154,430624.5248,4621222.615
322433.766,4117703.566,2705,SHELL RALLY STOP,,962 ZION PARK BLVD,SPRINGDALE,84767,Convenience Grocery,100,AddressPoints.AddressGrid,R22220,322433.766,4117703.566
633548.9461,4159590.207,2706,SHIRT TAIL JUNCTION C STO,,550 W 3600 S,BLANDING,84511,Convenience Grocery,100,Centerlines.StatewideRoads,R22315,633548.9461,4159590.207
551232.179,4446081.552,2707,FOODTOWN ,,173 E MAIN ST,DUCHESNE,84021,Grocery Store,100,Centerlines.StatewideRoads,R22346,551232.179,4446081.552
356394.0528,4237097.143,2708,PHILLIPS 66 CLAY`S 66,,290 S MAIN ST,BEAVER,84713,Convenience Grocery,100,AddressPoints.AddressGrid,R2235,356394.0528,4237097.142
445568.9246,4386569.194,2709,SINCLAIR BECK AUTO SERVICE LLC,,83 S STATE ST,FOUNTAIN GREEN,84632,Convenience Grocery,100,AddressPoints.AddressGrid,R22494,445568.9246,4386569.194
272296,4110086,2710,SINCLAIR-ERNIE`S TOO,,994 E ST GEORGEBLVD,SAINT GEORGE,84770,Convenience Grocery,,Manually Placed,R22526,272296,4110086
424722.2937,4524111.067,2711,CHEVRON ,,2301 S MAIN ST,BOUNTIFUL,84010,Convenience Grocery,100,AddressPoints.AddressGrid,R22670,424722.2937,4524111.066
413280.0532,4576414.376,2712,SMITH & EDWARDS,,3936 N HWY 126,FARR WEST,84404,Convenience Grocery,92.43000031,Centerlines.StatewideRoads,R22687,413280.0532,4576414.376
420269.6261,4559775.538,2713,SMITHS,30,4275 S HARRISON BLVD,OGDEN,84403,Supermarket,100,AddressPoints.AddressGrid,R22697,420269.6261,4559775.538
420702.6038,4545913.158,2714,SMITHS,149,1170 E GENTILE ST,LAYTON,84041,Supermarket,100,AddressPoints.AddressGrid,R22705,420702.6038,4545913.158
430940.515,4621218.619,2715,SMITHS,87,175 E 442 N,LOGAN,84321,Supermarket,100,AddressPoints.AddressGrid,R22707,430940.515,4621218.619
423135.9316,4500613.199,2716,SMITHS,83,665 W 5300 S,MURRAY,84123,Supermarket,100,AddressPoints.AddressGrid,R22708,423135.9316,4500613.199
429523.3344,4492654.519,2717,SMITHS,47,2039 E 9400 S,SANDY,84092,Supermarket,100,AddressPoints.AddressGrid,R22711,429523.3344,4492654.519
422496.0225,4511560.769,2718,SMITHS,80,828 S 900 W,SALT LAKE CITY,84104,Supermarket,100,AddressPoints.AddressGrid,R22714,422496.0225,4511560.769
426882.4627,4511452.114,2719,SMITHS,44,876 E 800 S,SALT LAKE CITY,84102,Supermarket,100,AddressPoints.AddressGrid,R22715,426882.4627,4511452.114
420741.9546,4497334.11,2720,SMITHS,139,7061 S REDWOOD RD,WEST JORDAN,84084,Supermarket,100,AddressPoints.AddressGrid,R22717,420741.9546,4497334.11
426010.4233,4514215.263,2721,SMITHS,77,402 E SIXTH AVE (300 N),SALT LAKE CITY,84103,Supermarket,90.91999817,AddressPoints.AddressGrid,R22718,426010.4233,4514215.263
432603.786,4495690.725,2722,SMITHS,81,3470 E 7800 S,SALT LAKE CITY,84121,Supermarket,100,Centerlines.StatewideRoads,R22721,432603.786,4495690.725
416727.1862,4502447.18,2723,SMITHS,137,4643 S 4000 W,WEST VALLEY CITY,84120,Supermarket,100,AddressPoints.AddressGrid,R22725,416727.1862,4502447.18
517660.5076,4383308.315,2724,SMITHS,48,1075 E MAIN ST,PRICE,84501,Supermarket,100,AddressPoints.AddressGrid,R22769,517660.5076,4383308.315
272003.7517,4110094.943,2725,TEXACO SUNMART,843,810 E ST GEORGE BLVD,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R23874,272003.7517,4110094.943
466432.9234,4529508.447,2726,SUMMIT MERC,,16 S MAIN ST,COALVILLE,84017,Grocery Store,100,AddressPoints.AddressGrid,R24092,466432.9234,4529508.447
468501.6171,4639488.747,2727,IDEAL BEACH STORE,,2176 S BEAR LK BLVD,GARDEN CITY,84028,Convenience Grocery,100,AddressPoints.AddressGrid,R24269,468501.6171,4639488.747
460888.3653,4375861.314,2728,TERRELS THRIFTWAY,,1050 S STATE ST,MOUNT PLEASANT,84647,Supermarket,100,AddressPoints.AddressGrid,R24593,460888.3653,4375861.314
259997.5164,4162027.425,2729,CARTERS MARKET,,167 E MAIN ST,ENTERPRISE,84725,Grocery Store,100,AddressPoints.AddressGrid,R24603,259997.5164,4162027.425
355879.6516,4234955.734,2730,SHELL SOUTH CREEK,,1532 S MAIN ST,BEAVER,84713,Convenience Grocery,100,AddressPoints.AddressGrid,R24632,355879.6516,4234955.734
634318.5633,4165161.905,2731,C BS C STORE,,111 S MAIN ST,BLANDING,84511,Convenience Grocery,100,AddressPoints.AddressGrid,R24636,634318.5633,4165161.905
316407.7603,4172392.89,2732,SINCLAIR,,1495 W 200 N,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R24639,316407.7603,4172392.89
275611.6534,4112298.312,2733,CHEVRON ,,990 BUENA VISTA BLVD,WASHINGTON,84780,Convenience Grocery,100,AddressPoints.AddressGrid,R24726,275611.6534,4112298.312
243258.9738,4513914.469,2734,SINCLAIR,,230 WENDOVER BLVD,WENDOVER,84083,Convenience Grocery,100,AddressPoints.AddressGrid,R24727,243258.9738,4513914.469
376712.4555,4495368.047,2735,SOELBERGS,,213 E MAIN ST,GRANTSVILLE,84029,Grocery Store,100,Centerlines.StatewideRoads,R24833,376712.4555,4495368.047
502979.73,4353453.262,2736,HOMETOWN MARKET,,221 N MAIN ST,HUNTINGTON,84528,Supermarket,100,AddressPoints.AddressGrid,R25084,502979.73,4353453.262
331492.3558,4231459.223,2737,TODDS MARKET,,55 W MAIN ST,MINERSVILLE,84752,Grocery Store,100,AddressPoints.AddressGrid,R25182,331492.3558,4231459.223
466339.0466,4529701.129,2738,FOODTOWN ,,51 N MAIN ST,COALVILLE,84017,Supermarket,100,AddressPoints.AddressGrid,R25317,466339.0466,4529701.129
426375.6003,4507269.995,2739,TESORO FASTRAC 10,,2690 S 700 E,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R25425,426375.6003,4507269.995
427935.2738,4509556.82,2740,TESORO,,1689 S 1300 E,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R25426,427935.2738,4509556.82
413417.3865,4549151.588,2741,TESORO,,273 W 1700 S,SUNSET,84015,Convenience Grocery,100,Centerlines.StatewideRoads,R25431,413417.3865,4549151.588
331542.1622,4231286.582,2742,CHEVRON BILLS,,118 S CTR ST,MINERSVILLE,84752,Convenience Grocery,100,AddressPoints.AddressGrid,R2568,331542.1622,4231286.582
373633.8958,4187091.655,2743,JOES MAIN STREET MARKET,,10 S MAIN ST,PANGUITCH,84759,Grocery Store,100,AddressPoints.AddressGrid,R26750,373633.8958,4187091.655
424472.5582,4522803.456,2744,WINEGARS SUPERMARKETS INC,,3371 S ORCHARD DR,BOUNTIFUL,84010,Supermarket,79,Centerlines.StatewideRoads,R27532,424472.5582,4522803.456
412126.5404,4552514.537,2745,WINEGARS SUPERMARKETS INC,,1080 W 300 N,CLEARFIELD,84015,Supermarket,100,AddressPoints.AddressGrid,R27535,412126.5404,4552514.537
419541.6736,4562555.116,2746,SINCLAIR - BLAIRS,,2991 MONROE,OGDEN,84403,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R2775,419541.6736,4562555.116
410076.9548,4505484.546,2747,REAMS,8,7235 W 3500 S,MAGNA,84044,Supermarket,100,AddressPoints.AddressGrid,R28186,410076.9548,4505484.546
440422.6712,4462750.425,2748,MACEYS OREM,11,880 N STATE ST,OREM,84057,Supermarket,100,AddressPoints.AddressGrid,R28192,440422.6712,4462750.425
437292.9802,4431826.907,2749,SMITHS,75,632 S 100 W,PAYSON,84651,Grocery Store,100,AddressPoints.AddressGrid,R28207,437292.9802,4431826.906
392669,4256416,2750,SINCLAIR - TUGS ONE STOP,,10 N STATE ST,MARYSVALE,84750,Grocery Store,,Manually Placed,R28428,392669,4256416
426363.4463,4495862.006,2751,HARMONS,2,7755 S 700 E,MIDVALE,84047,Supermarket,100,AddressPoints.AddressGrid,R28437,426363.4463,4495862.006
430396.4945,4505630.603,2752,DANS FOODS,,2330 E 3300 S,SALT LAKE CITY,84109,Supermarket,100,AddressPoints.AddressGrid,R28440,430396.4945,4505630.603
437656.5841,4433771.61,2753,PAYSON MARKET,,586 N MAIN ST,PAYSON,84651,Grocery Store,100,AddressPoints.AddressGrid,R28479,437656.5841,4433771.61
444570.4933,4458490.419,2754,DAYS MARKET,,3121 N CANYON RD,PROVO,84604,Supermarket,100,AddressPoints.AddressGrid,R28489,444570.4933,4458490.419
408431.18,4505503.104,2755,SMITHS,65,8055 W 3500 S,MAGNA,84044,Supermarket,100,AddressPoints.AddressGrid,R28932,408431.18,4505503.104
428347.7512,4471082.344,2756,KOHLERS MARKET,,300 E MAIN ST,LEHI,84043,Grocery Store,100,AddressPoints.AddressGrid,R28958,428347.7512,4471082.344
439973.5856,4463721.855,2757,BIMBO BAKERIES USA,,1363 N STATE ST,OREM,84057,Retail,100,AddressPoints.AddressGrid,R28985,439973.5856,4463721.855
440620.943,4461567.45,2758,CHAOS ASIAN MARKET,,329 N STATE ST,OREM,84057,Specialty Grocery,100,AddressPoints.AddressGrid,R29044,440620.943,4461567.45
426145.6937,4490026.668,2759,REAMS,9,10650 S 700 E,SANDY,84070,Supermarket,100,Centerlines.StatewideRoads,R29137,426145.6937,4490026.668
429596.5508,4498913.344,2760,THESTORE,,2050 E 6200 S,SALT LAKE CITY,84121,Supermarket,100,AddressPoints.AddressGrid,R29140,429596.5508,4498913.344
398024,4170065,2761,SINCLAIR RUBY`S INN,,26 South Main Street,BRYCE CANYON CITY,84717,Convenience Grocery,,Manually Placed,R29446,398024,4170065
428789.8757,4502827.184,2762,MACEY`S MILLCREEK,,4530 S HIGHLAND DR,HOLLADAY,84117,Supermarket,100,AddressPoints.AddressGrid,R29542,428789.8757,4502827.184
623132.5075,4479104.126,2763,SMITHS,82,1080 W HWY 40,VERNAL,84078,Supermarket,100,AddressPoints.AddressGrid,R29547,623132.5075,4479104.126
